item_id;vectors
183;0.9516058|0.3895218|0.28350985|0.8045672|-0.5162392|-0.085593075|-0.49672663|0.066718414|0.9536779|-0.39804536|0.16343343|0.7671678|0.03540808|-0.29700133|0.06263283|0.04827082|0.280062|-0.36212137|0.28289616|-0.33247846|0.30119506|-0.0054968745|0.15183571|0.0218734|-0.109932244|0.44741523|0.5800419|0.48629823|0.16456687|-0.26581028|-0.04128754|-0.032013133|0.19158283|-0.43896812|0.4229611|-0.9065602|-0.7211046|1.1236115|0.6920711|-0.26624|0.35053906|0.41532543|0.15453818|-0.7121314|-0.7792305|0.23611668|-0.50165254|-0.6783063|0.22216555|-0.1111747|-0.4086927|0.074256904|-0.13310273|0.5375588|-0.09823709|-0.25047266|0.00043025613|0.49364984|-0.022759974|0.13790871|-0.05144596|-0.2715268|-0.03397587|0.23551846|0.23324607|-0.18243645|-0.29771313|0.21061578|0.29906815|0.22088706|-0.16724622|-0.274167|0.9170919|0.24924466|0.16042548|-0.2708256|0.27713487|0.030755222|-0.7597834|-0.2700972|-0.8788421|0.73737496|-0.5582263|-0.1692481|-0.6022694|0.6287687|0.651876|-0.5644678|0.10736297|0.49127033|-0.3063869|0.3274951|0.031590655|0.5369615|0.10793611|0.07487965|0.08839847|-0.028393358|-0.2714935|0.12627697
184;0.5335861|0.3720367|-0.049663544|0.17418204|-0.8577301|-0.29604727|-0.404496|0.5876766|0.36262795|-0.9621255|0.9228227|1.0671241|-0.007247746|-0.49131835|0.9989183|0.38196594|0.36140627|-0.5843395|-0.2550759|-0.5177622|0.19228533|-0.24656641|0.29557008|0.36857367|0.5968431|1.2589996|-0.31648847|-0.57688963|0.33666724|-0.344436|-0.7239342|0.062059924|0.10256219|-0.2562691|0.20739715|-0.13333726|-0.1378942|1.121992|-0.07621613|-0.31921723|0.24140072|0.621693|-0.25877732|-0.050003767|-0.22010714|0.29360574|-0.72067654|-0.67940366|-0.111497626|-0.4908208|0.15202525|0.15565644|0.17760824|0.28093293|0.2831653|-0.625435|-0.59046876|0.5642719|-0.46710947|-0.15478839|0.28294784|-0.622205|-0.4746485|-0.032357275|0.66678524|0.34768295|0.101225674|-0.0031362027|0.24998215|0.11812538|-0.30886748|0.46403593|-0.20471284|0.21624961|0.38416606|0.054627176|0.3948064|0.3473351|-0.92340004|-0.53769964|-0.99060667|0.28215098|-0.5685472|0.4223004|-0.77149874|0.3322151|0.597518|-0.21225257|-0.23287624|-0.051546156|-0.37929142|0.28380418|-0.15151542|0.78644407|0.4468063|0.26149938|0.5977011|0.27167428|-0.20816077|0.9937259
185;0.43950754|1.0716224|1.0806154|0.15977068|-0.31464043|-0.5911767|-0.6986449|-0.29174268|0.2635612|-0.36105722|0.22465402|0.8206401|0.57062113|-0.41120028|0.13135427|0.40661028|-0.027839318|-0.73272353|-0.012103826|-0.2800129|0.4132055|-0.5657042|0.045651764|0.43154168|-0.26448107|0.71882176|0.74313104|-0.029509246|0.5620619|0.0654034|-0.012865469|-0.24179201|0.7003437|-0.3301865|0.17580776|-1.0663676|-0.60732394|0.12326145|0.22791715|0.23792443|0.65071756|0.5141794|0.103330046|0.22925475|-0.14192516|0.48911405|-0.8535985|-0.7715826|-0.029835902|0.30410844|0.3336857|0.37622947|0.29768708|-0.19041231|-0.0861562|-0.7226383|-0.29807737|0.8987535|-0.5907785|0.4812787|0.3254876|-0.33492622|0.24566013|0.49027795|-0.046870977|-0.1153692|-0.20868722|0.124439634|-0.22044526|-0.38943592|0.6070225|0.11558692|0.38027492|0.08263084|0.4039541|-0.006995271|0.42425463|0.53010803|-0.31103623|0.3087405|-0.6903834|0.067388564|-0.15814762|-0.051986814|-0.53322667|0.6496744|0.06028898|-0.55195427|-0.1663566|1.2490948|0.14826964|-0.28280944|0.18416864|1.2163887|-0.22488049|0.36386505|-0.03271538|0.30930984|-0.46851605|0.47695267
186;0.76458573|0.639831|0.007114738|0.267333|-0.38451326|0.62114674|0.022699654|0.8374764|0.0535793|-1.2675389|0.029930353|0.0062716603|0.46691984|0.0016492605|0.41813514|0.16922812|-0.21787742|-0.8668916|0.15809308|-0.14479983|0.643061|0.31190154|0.039824486|0.12697385|0.6051272|0.21162182|0.34720793|-0.66245055|-0.4455328|0.093891025|-0.20888357|0.4032212|0.77944446|-1.1930169|0.6974766|-0.840606|-0.7981601|0.62825036|0.9915259|-0.3419187|0.8481322|0.49853706|-0.786747|-0.3089316|-0.4384578|0.2854087|-1.2002723|-0.42354196|-0.01571054|-0.15194306|0.4964052|-0.16978517|0.38895282|-0.15342578|-0.29941633|-0.07499951|-0.21094057|1.016271|-0.48698005|-0.011535637|0.08884767|-0.14237007|0.77430594|0.6804275|0.29521537|0.28170857|-0.05731|0.51770115|0.21217018|-0.364958|-0.1051459|0.023067623|0.7922665|0.045114696|0.5662929|0.4329623|-0.022981614|0.3692611|-0.6482552|0.030145422|0.007417172|0.55054283|-0.10671921|-0.5856956|0.119736284|0.12199721|0.5666039|-0.15409508|0.03763654|0.97645783|0.27207375|-0.4736635|-0.22322696|1.344435|0.19637671|0.60783035|0.0014444292|0.33585832|-0.5253365|0.29020542
187;0.26601145|1.0589759|0.32790062|0.2671878|-0.52899694|-0.53604436|-0.12013309|-0.09028748|0.4560507|-0.42703602|1.0186712|0.5286412|0.16298507|-0.290012|0.3350206|0.9208653|0.5434569|-0.34761107|-0.24151844|-0.29303622|0.05462876|0.18091205|0.4850036|0.35990864|0.43152034|0.2994223|0.26442558|-0.4790215|0.28434974|-0.5685747|-0.1162118|-0.12363433|-0.27271864|-0.4781582|0.80265045|-1.0001415|-0.19287135|0.38668925|0.7239577|0.72972983|0.7333869|0.763595|-0.31989154|-0.23131256|-0.6182252|0.7022507|-0.86652255|-0.31939155|0.3655038|-0.08768929|0.8051286|0.47191885|0.7554267|0.10228199|0.06744992|-0.59534633|-0.30972895|1.0626142|-0.6776752|0.22002614|-0.27984267|-0.22254275|0.3995415|0.114676744|0.085914835|0.08161002|0.131536|-0.17006624|0.21879795|-0.30464458|-0.27476186|-0.07053144|0.17353007|-0.28590396|-0.12929238|0.40882242|0.63973683|1.0905731|-0.6962507|-0.2079318|-0.2583864|0.37974|0.13071185|-0.08427721|-0.113940984|0.18443076|0.58815765|-0.68424463|-0.11154701|0.532472|-0.14638525|-0.08877006|-0.55394316|0.5777222|0.092538014|0.34772062|0.3919932|0.11300349|0.57267904|0.46941206
188;0.3477449|0.3201028|0.47551852|-0.07693946|-1.0790026|-0.32557616|0.16824162|0.23536406|0.82195216|0.09569019|0.15535524|0.49431083|0.30210125|0.12807472|0.67009926|0.7381452|0.06319228|-0.5701579|-0.37585673|-0.65462184|0.23047417|-0.025491029|-1.2028594|-0.31159142|0.12744127|0.3278354|0.02668731|-0.2815109|0.47019315|-0.03321261|-0.071640216|0.32802868|-0.341307|-0.8397895|0.4706102|-1.1436814|0.15289444|0.5132538|0.25947964|-0.02215714|0.8987793|0.27840313|-0.80024475|-0.9392451|-0.9175769|0.5488117|-0.5151137|-0.005522132|-0.0759358|-0.20612577|-0.032717794|0.63753724|0.4018674|0.29433572|0.23915595|-0.07112095|-0.08324772|0.045159668|-0.18041703|0.3864275|-0.21802823|-0.13890749|0.17466748|0.3588796|0.9203266|-0.10217194|-0.78129554|0.30651504|0.31930575|-0.60511094|-0.58328575|-0.46758556|0.47267127|-0.516111|-0.39877808|0.11927727|0.23998386|0.40576372|-0.5058637|-0.2970935|-0.38409382|0.6589049|-0.23083034|-0.65490794|-0.41471827|1.0657868|0.5064628|-0.34935516|-0.30111477|0.73140013|-0.2351647|0.6819669|0.56798154|0.5302279|0.3838096|0.5218043|0.26375127|0.55121464|-0.40260094|0.68919146
189;0.033164352|1.1401839|0.8122972|0.14170729|-0.6861068|-0.6129842|0.32518816|0.030871525|0.23001775|-0.666812|0.56525004|0.93800336|0.5710174|0.35712487|0.4206148|0.65000856|0.18472978|-0.7035779|-0.48858625|-0.13922557|0.5107411|0.39885962|-0.6893656|0.46567035|0.20205037|0.73926437|0.2624619|0.089319944|0.22091503|0.6865508|-0.57321846|-0.19747198|0.33023307|-0.2491445|0.44423044|-0.95961034|0.041033953|0.10129112|0.20372729|0.08712112|0.5436239|0.6531774|-0.19883657|-0.837453|-0.81842554|-0.020537555|-0.7053489|-0.5145898|-0.041225668|-0.3277536|-0.046922028|0.60445786|0.5237485|0.16861866|-0.00075283647|-0.34229022|-0.44521147|1.2074872|-0.4819808|0.5364311|-0.60461783|0.06138736|0.41954097|0.38646784|0.3028791|0.14620999|-0.5808883|0.08818136|0.27157232|-0.5780737|0.30415753|-0.19051027|0.31737894|0.041524798|0.38190442|0.12791647|0.8080883|0.6096226|-0.0034524202|0.1616766|-0.9455998|0.5857059|-0.16121688|-0.45552695|-0.39833346|0.44261745|0.05786772|-0.5188292|0.11634835|0.9618242|0.3875206|-0.06988745|-0.32044604|0.460613|0.0682894|0.32727468|0.346443|0.6043904|-0.26157486|0.20700361
190;0.31535485|0.6515423|-0.22242418|0.63919216|-0.82629365|0.37070185|-0.37725618|0.69416887|0.099742204|-0.96396536|0.41014466|0.95881957|0.2672172|-0.2525937|0.14620414|-0.53148925|-0.08203988|-0.44601303|-0.36718762|-0.090604514|0.8716016|-0.09287991|-0.22205578|-0.09093732|0.9441014|0.4834497|0.7568412|-0.45098728|0.33617687|0.24791685|-0.26031604|0.40958446|1.1961745|-1.0472941|0.91260326|-0.5073299|-0.33891448|0.7740817|0.56038845|-0.46371382|0.6604796|0.22490576|0.027154624|0.120645255|-0.12548584|-0.46830645|-0.35656607|-0.027114332|0.008812472|-0.4148409|0.46671748|-0.34072277|0.5983573|0.27284333|-0.5853908|-0.13842596|-0.27385607|0.39687997|-1.0416659|-0.13577574|-0.6727322|-0.07723704|0.42722908|0.67573345|-0.027638227|0.2071669|0.18089548|0.4602729|0.31573015|-0.46123737|-0.35058886|-0.61049646|-0.004471004|-0.53939116|0.43365264|0.04875048|-0.23145908|0.6002502|-0.45969492|0.38502204|-0.568167|0.77672243|-0.59198743|-0.21121827|0.2136988|0.45106766|0.19471188|-0.635792|0.66176707|0.34902197|-0.13961829|-0.4655354|-0.26524776|-0.12399334|0.75698113|-0.105547816|0.45952347|-0.05048442|-0.16482693|0.4447558
191;0.036178112|0.37232488|0.3409621|0.7590068|-0.4187023|-6.350875e-05|-0.65276647|0.6201736|0.6140543|-0.38257492|0.8804159|0.4032279|0.3794101|0.13461833|0.7828732|0.09306654|0.110122934|0.038979888|-0.23284948|-0.4579911|0.20293027|-0.2616555|-0.44850588|0.23372185|0.46750456|0.56001246|0.21147688|-0.1346891|0.16175744|-0.08752187|0.21764185|-0.036549732|1.0206424|-0.7526239|0.6715896|-0.30347598|-0.18231484|0.27283645|0.46615106|-0.7530863|0.8703748|0.106971055|-0.5881064|-0.45245808|0.06909627|0.041347295|-0.6141049|-0.34828696|-0.010232277|-0.86107624|0.11550696|-0.18792588|0.7487134|0.07037702|-0.37670642|-0.3254281|-0.9010332|0.5209033|-0.6007285|-0.45737123|-0.046700582|-0.5493768|0.11658807|0.7000047|0.32615557|-0.70177674|-0.06969792|-0.053264037|0.74705726|-0.75652325|-0.06585668|-0.029628485|-0.048779905|-0.52948594|0.12155628|-0.3731247|0.6477967|0.7457151|-0.25229|-0.27525377|-0.6349517|0.36466268|-0.107693605|-0.0647569|0.23124146|0.34769353|0.20431745|0.08715993|0.56583023|0.60129255|-0.13710994|0.09457536|0.5403584|-0.1190595|0.52231514|0.2988218|-0.05130166|0.20675011|-0.1786841|0.5500723
192;0.7231475|0.11470419|0.28871202|0.10646841|-0.5214651|-0.33310044|-0.40919042|0.38604492|0.48468426|-0.7767538|0.905447|0.7619638|1.0025107|-0.20333692|0.64087677|0.7760154|0.2316576|-0.32623237|0.21075003|-0.4123247|0.13197517|0.28945446|-0.3972687|0.2807024|-0.06944355|0.59612346|-0.068833575|-0.28153166|0.6910657|-0.7373841|0.16881068|-0.29469585|0.364311|-1.2372408|0.08605957|-0.27465048|-0.4986747|0.8081021|0.42493984|-0.21722132|1.1069226|-0.13206285|-0.20900503|-0.43241388|0.21138936|0.0480375|0.057571948|-0.8658061|-0.19347772|0.31817323|0.28689906|0.5494327|-0.17397545|0.8679886|-0.13356486|-0.16058548|-0.73290116|0.8973516|-0.13204706|-0.008050537|0.53752893|-0.65151477|-0.07007295|0.27842474|0.022799134|-0.6100846|-0.34367308|0.09672426|0.01843603|-0.9268617|-0.2098839|-0.50803643|-0.00022053719|-0.6996569|0.15799105|0.31815076|0.61147726|0.2754187|0.18070307|-0.401433|-0.3824317|0.764333|-0.4608502|0.020980686|-0.6614654|0.3670784|0.23202878|-0.36266533|0.32632282|0.1475758|-0.30480385|-0.4259367|-0.17715296|0.41022018|0.4815663|0.16072229|0.15811874|0.26170343|-0.36694813|0.27553827
193;0.16277733|0.9522984|0.19144794|0.09121357|-0.26619935|-0.66821814|-0.20179036|0.11825748|0.621566|-0.88523793|0.23897381|0.19886287|0.58607244|0.31446308|0.76335686|0.011152491|0.38167876|-0.36749253|-0.12487272|-0.40368968|0.062229246|0.32630017|-1.1169522|-0.31866053|0.50865316|0.61521125|-0.51916194|-0.9952457|-0.062266007|0.56288433|0.014817193|-0.73665315|-0.13705593|-0.7914368|-0.43369153|-1.3354882|0.065951765|0.6621376|0.83867764|0.022990644|0.99094754|0.26382527|-0.0917757|-0.99905384|-0.3179035|0.52422214|-0.6113819|0.40158513|0.056131236|-0.33140895|0.09684354|0.46498987|0.16398513|0.3063369|-0.26207966|-0.415528|-0.59675777|0.54570067|-0.40149447|0.2406809|-0.76919365|-0.20110556|0.3708666|0.24351475|0.7805473|0.396097|-0.5065665|-0.31830436|0.043713063|-0.3456151|0.010079026|-0.4940272|0.64787614|-0.00035591424|0.22804548|-0.31966758|0.51208884|0.28175133|0.16131994|0.13098414|-0.74573886|0.7128331|-0.20056847|-0.3008854|0.23665476|0.88413405|0.21796158|-0.20694494|0.25729424|1.0709137|-0.49322492|-0.13946313|0.2683549|0.9058668|0.25322992|0.5441258|1.1403269|0.63362205|0.0070637837|-0.26404542
194;0.8019246|0.70019585|-0.011077464|0.36859566|-0.36301428|-0.7097914|0.17870086|0.43181732|0.19234654|-0.8508689|0.5858791|0.44658697|-0.3773755|-0.1722776|0.6390417|0.7665762|0.12178306|-0.28561264|-0.51082605|-0.8237883|0.4859295|0.38025025|0.14593568|0.37357697|-0.37229753|0.5591356|0.042148106|-0.80047613|-0.14976521|-0.30384892|-0.7892574|-0.16813079|0.6097828|-0.20324993|0.15542184|0.07289642|-0.85166866|0.48690695|0.71767473|0.6542482|0.61283654|0.5697958|-0.47677314|-0.22063956|0.11974013|0.5272986|-0.69913286|-0.3116555|-0.5490676|-0.3229405|0.82054055|0.2852699|0.5723759|0.42781848|0.1024526|-0.5850365|-1.0314188|0.2874034|-1.0019218|-0.43658066|-0.62760603|-0.14236711|-0.13114572|0.31701407|0.45550805|0.06544325|0.12296018|0.0008424595|0.6198808|-0.008679301|0.4870269|-0.5562251|0.8847158|-0.19914423|0.9533908|0.28111872|-0.30794233|1.212032|-1.3401085|-0.59657234|0.08371127|1.0531172|-0.4691159|-0.7321389|-0.22677185|0.47072515|0.0805086|-0.39838913|0.8005121|0.5770615|-0.62753147|-0.5150414|-0.2777486|0.1465016|0.097079456|-0.045640856|0.21641959|0.40491554|-0.10183741|0.719722
195;-0.1337246|0.18981814|-0.20032933|0.31980026|-0.24975854|-0.5274899|0.07658887|0.41181207|0.5813264|-0.8550514|0.7526112|0.5600176|-0.106298834|-0.17467698|0.70778847|0.9673041|-0.25129673|-0.98460674|-0.4123071|0.15401334|0.33833188|0.23156497|-0.31302708|0.47661155|0.2740764|0.90621185|0.37161463|-0.65453315|0.11487965|-0.23457819|-0.23190553|0.0041552186|-0.44457653|-0.23862258|0.5899621|-1.1191095|-0.67683077|-0.029470444|1.0446391|-0.4836195|0.5918873|0.49081594|-0.6890978|-0.80501753|-0.19290611|0.65124416|0.05102539|-0.4022091|-0.19094306|0.18933335|0.46821988|0.10988867|0.34664086|-0.15657881|0.40389127|0.19206733|-0.27606466|0.5917185|-0.5338844|0.26541492|0.057679415|-0.24901433|0.396584|0.6828044|0.24372849|-0.26245135|-0.5568756|0.07011606|0.48165044|-0.09708032|-0.33161908|-0.10827426|0.65941226|-0.8105267|0.26700997|-0.026078135|0.13286373|0.86349463|-0.7056691|-0.71624243|-0.7262335|0.49402636|-0.26383516|-0.18984866|0.06487143|0.34361902|-0.75342095|-0.36973125|-0.225398|0.41888094|-0.57578444|-0.0374649|-0.2780181|0.42169812|-0.077507265|0.47832462|0.39624235|0.107414976|-0.24870518|0.9292903
196;0.43028876|0.8605749|0.791751|0.26208508|-0.1207864|-0.5766623|-0.64970386|0.24176112|0.08514345|-1.0593581|0.68559027|-0.20876294|0.2717394|-0.4262842|0.56409854|-0.35468212|-0.17797458|-0.58180785|-0.95138836|-0.18502453|0.8878644|0.89751095|-0.63044524|-0.01943925|0.53638387|0.600573|-0.06221184|-0.21848801|0.14947116|-0.35435763|-0.10722109|-0.83274573|1.0134332|-0.094813466|0.70444256|-0.69233096|-0.23918262|0.6989724|0.3415826|0.5571336|0.29543662|0.12599769|0.3144612|-0.7937689|0.11796194|0.5875964|-0.41715217|-0.7859627|0.10878221|-0.4287962|0.4199314|0.6452892|0.5661954|0.54149586|-0.2486108|-0.1405966|-0.45077574|0.5652475|-0.82076645|-0.6064037|-0.5137278|-0.050209075|0.112709165|0.42317456|0.6558119|0.4924121|-0.14191127|-0.48048902|0.1951862|-0.26892334|-0.52475333|-0.44003797|0.46936518|-0.18692252|0.20894772|-0.14987363|-0.010591239|0.046880484|-0.5389604|-0.6525785|0.1725258|0.36920202|0.605968|-0.24819562|-0.14472146|-0.14357775|-0.014743134|0.24016717|0.5222101|-0.04819441|-0.27470767|-0.21415296|0.2854383|1.0678864|-0.0043921396|-0.21717414|0.17974174|0.44707447|-0.2355825|1.0286269
197;0.6906152|0.48559788|0.7816113|0.36407775|0.049207985|-0.35485137|-0.5896573|0.07618919|0.476272|-0.81359637|0.42560175|1.2457095|0.17507777|0.06722979|0.36548865|0.35509413|-0.43972084|-0.301357|-0.35940343|-0.4645634|0.7664795|0.24590011|-0.19639033|0.16317737|0.34484416|1.0806768|0.31428084|-0.4767385|0.33688572|-0.47425246|-0.18425581|-0.32420048|0.2580467|-0.73387796|0.5423951|-0.5161119|-0.24516462|1.0868753|0.40251407|-0.051201634|0.7378013|0.19108094|-0.76702994|-0.843634|-0.2670641|0.100086816|-0.981225|-0.006603718|0.27976716|-0.07671105|0.43356425|-0.34479055|0.42806217|0.78931814|-0.003069669|-0.43554568|-0.05490166|0.7855207|-0.12716916|-0.4089188|0.008953407|-0.04515609|0.0641215|0.29688278|0.1967364|0.50953937|-0.21587208|0.05907691|0.650426|-0.2681444|0.0072559714|-0.18247418|0.20850138|0.051409215|0.28755352|-0.16112122|0.14891781|0.31732187|-0.5775426|-0.31889057|0.016634524|0.4916403|-0.053213924|-0.46488968|0.0731217|-0.26952714|-0.26817453|-0.24924998|0.16524157|1.0753012|0.15003775|-0.46462077|0.10496906|0.70235574|0.3019863|0.12064393|0.321063|0.98188233|0.46257418|0.10510725
198;0.40547282|1.0894492|0.5831389|0.30400527|-0.15176502|-0.32542485|0.18870896|0.5292567|0.015143007|-0.7267374|0.45639586|0.89265704|0.6528158|0.051994547|-0.35179767|0.3766763|0.79614425|-0.33247846|-0.18536961|-0.43693188|0.6891906|-0.11873606|-0.37785077|-0.057151645|0.30522284|0.32593367|0.02425056|-0.7216714|0.3226431|0.39072216|0.44148344|0.21671052|0.049411252|-0.64806104|0.17267184|-0.8271731|-0.3298411|0.35341793|0.3611943|0.08841399|0.65601885|0.27124628|-0.42601436|-0.34977344|-0.93092424|0.06320031|-0.7685214|-0.5754031|-0.57895446|0.4055032|-0.22791979|-0.51624846|0.3742197|0.88146544|-0.034304336|-0.6498686|0.052028418|1.1170733|-0.6860395|-0.5164929|-0.5940472|-0.72097576|-0.08520049|0.54036844|0.2896546|-0.15497023|0.11134219|-0.106737256|0.12924734|-0.647581|-0.5945435|-0.6163695|0.022656694|-0.22623937|0.09953983|0.38058227|0.85344577|0.5782941|-0.64946145|-0.03347393|-0.0008786619|0.5206942|-0.2592887|-0.38116354|-0.4230034|1.0783634|0.08630756|-0.01195173|-0.18642414|0.57805544|0.18244733|-0.35170794|0.61664116|0.6443852|0.45774648|0.19933118|0.21950963|0.4670239|0.08288847|0.6646768
199;0.4613683|0.8464946|0.48359367|0.6920574|-0.16504347|-0.34368724|-0.1928515|-0.18519884|0.31518424|-0.5920813|0.29289696|0.61055654|0.5664943|-0.2525668|0.23500441|-0.06571075|0.3178104|-0.77206504|-0.55201936|0.1186406|0.48419917|-0.017869502|-0.22643538|-0.0047233105|0.35094774|0.81500214|0.97933793|-0.27458918|0.7697518|0.57104486|0.18416731|0.5476233|0.38022336|-0.70833826|0.96018505|-0.7118935|0.05895886|0.59185684|0.2751043|0.67375135|0.9507|0.22974853|-0.5004718|0.022403687|-0.27027828|0.24939765|-0.40754223|-0.8342999|-0.00063774735|0.11648787|-0.008366346|0.11392694|-0.17052023|0.13340157|-0.28661272|-0.08230595|-0.35417533|-0.11214736|-0.5098209|0.008219343|-0.3122041|-0.5745755|-0.0530653|0.89215934|0.20811883|0.12646085|-0.47962958|-0.039058037|-0.081918344|0.422284|0.044668004|-0.14633377|0.50298|-0.012621418|-0.20948459|-0.18823907|0.6713381|0.50101864|-0.7704394|0.50590634|-0.82276094|0.10458428|-0.17617476|-0.24814373|0.24889582|0.35491672|0.059518054|-0.2878968|0.3476927|0.79982567|-0.095436595|-0.2785058|-0.020994179|0.6375177|-0.093851455|0.02049759|0.1896084|0.75382614|0.4627865|-0.1223042
200;0.20256713|1.0301003|1.2757363|0.06999609|-0.31205332|-0.59862804|0.16584629|0.30761552|0.26009896|-0.5036148|0.30761853|0.0926567|0.31107792|-0.2567361|0.52826595|0.34679627|-0.026088357|-0.36503768|-0.70913005|-0.49798265|0.6186036|-0.031433582|-0.03792402|0.14542395|0.111267686|0.45915836|-0.14044929|-0.7074789|0.81058246|-0.41852897|-0.066026084|-0.25951794|-0.49609235|-0.7771993|0.72148883|-0.43940207|-0.18073958|0.6568202|0.45540625|0.012639917|0.2155793|-0.084485054|-0.5518167|-0.290567|-0.8641542|0.34503326|-0.66431975|-0.63734573|0.16678908|0.1932104|0.49161902|0.11148368|0.27970994|0.37705368|0.4588982|0.1297262|-0.45558083|0.078579485|-0.45873034|0.2846783|-0.5648366|-0.18852974|-0.1121102|0.90316504|0.21717413|0.30388558|-0.77709925|0.35974282|0.094322816|-0.0672888|0.04023619|0.21015157|-0.2147741|-0.18130651|0.016121432|0.15183078|0.39686108|0.43085766|-0.738406|0.332008|-0.3083639|0.12584406|-0.027139314|-0.25287655|-0.4283401|0.1989397|-0.07684311|0.45214543|0.2774847|0.9531518|0.079089686|-0.44011635|-0.69651|0.6862403|-0.038792826|0.3863032|-0.14563668|0.40507376|-0.27139693|0.65540004
201;0.19219713|0.41174173|1.0686673|0.43859914|-0.7481215|-0.21255074|0.03192693|-0.0792267|0.1968433|-1.0513847|0.24207151|0.59352446|0.816465|0.43377507|0.41649756|0.4200612|0.087204956|-0.17859674|-0.024166211|-0.43177396|0.55004185|-0.41595328|0.21425882|0.4864095|-0.3738581|0.23704445|0.22752902|-0.39439896|0.47771478|0.2767504|-0.41064018|-0.13550746|0.7113542|-0.7627572|0.3898966|-1.3659708|-0.51969093|1.0861531|0.6395924|0.46438247|0.98143035|0.5518977|-0.45501453|-0.44383228|-0.013520509|0.44971606|-1.3767779|0.31261984|-0.20220181|-0.6232548|-0.09292409|-0.17261699|0.119105145|0.5107686|-0.859492|-0.4503553|-0.5604764|0.3019958|-0.22423363|-0.30399245|-0.8328044|-0.15973361|0.5060617|0.10484189|-0.064098954|0.07655724|0.15933517|-0.10023311|0.22933215|0.066726506|-0.46910924|-0.0856549|0.83025837|-0.12834117|-0.04568608|-0.16034752|0.69262064|1.1562533|-0.7502296|-0.24878922|-0.2559289|-0.0611974|-0.059895232|-0.85189193|-0.52161634|0.4404356|0.011733785|-0.03928812|0.56404054|0.6045887|0.28172415|0.17828493|-0.10321684|0.94362223|0.38932776|-0.09870574|0.5640484|-0.1112946|-0.16329053|-0.07733047
